Nome: PETROLINA;;;;;;;;;;;;;;;;;;;;;
Codigo Estacao: A307;;;;;;;;;;;;;;;;;;;;;
Latitude: -9.38833333;;;;;;;;;;;;;;;;;;;;;
Longitude: -40.52333332;;;;;;;;;;;;;;;;;;;;;
Altitude: 372.72;;;;;;;;;;;;;;;;;;;;;
Situacao: Pane;;;;;;;;;;;;;;;;;;;;;
Data Inicial: 2024-01-01;;;;;;;;;;;;;;;;;;;;;
Data Final: 2024-12-31;;;;;;;;;;;;;;;;;;;;;
Periodicidade da Medicao: Horaria;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
Data Medicao;Hora Medicao;PRECIPITACAO TOTAL, HORARIO(mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA(mB);PRESSAO ATMOSFERICA REDUZIDA NIVEL DO MAR, AUT(mB);PRESSAO ATMOSFERICA MAX.NA HORA ANT. (AUT)(mB);PRESSAO ATMOSFERICA MIN. NA HORA ANT. (AUT)(mB);RADIACAO GLOBAL(Kj/m²);TEMPERATURA DA CPU DA ESTACAO(°C);TEMPERATURA DO AR - BULBO SECO, HORARIA(°C);TEMPERATURA DO PONTO DE ORVALHO(°C);TEMPERATURA MAXIMA NA HORA ANT. (AUT)(°C);TEMPERATURA MINIMA NA HORA ANT. (AUT)(°C);TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT)(°C);TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT)(°C);TENSAO DA BATERIA DA ESTACAO(V);UMIDADE REL. MAX. NA HORA ANT. (AUT)(%);UMIDADE REL. MIN. NA HORA ANT. (AUT)(%);UMIDADE RELATIVA DO AR, HORARIA(%);VENTO, DIRECAO HORARIA (gr)(° (gr));VENTO, RAJADA MAXIMA(m/s);VENTO, VELOCIDADE HORARIA(m/s)
23/02/2024;1100;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
23/02/2024;1200;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
23/02/2024;1300;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
23/02/2024;1400;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
23/02/2024;1500;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
23/02/2024;1600;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
23/02/2024;1700;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
23/02/2024;1800;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
23/02/2024;1900;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
23/02/2024;2000;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
23/02/2024;2100;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
23/02/2024;2200;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
23/02/2024;2300;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
24/02/2024;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
24/02/2024;100;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
24/02/2024;200;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
24/02/2024;300;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
24/02/2024;400;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
24/02/2024;500;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
24/02/2024;600;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
24/02/2024;700;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
24/02/2024;800;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
24/02/2024;900;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
24/02/2024;1000;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
24/02/2024;1100;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
24/02/2024;1200;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
24/02/2024;1300;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
24/02/2024;1400;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
24/02/2024;1500;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
24/02/2024;1600;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
24/02/2024;1700;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
24/02/2024;1800;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
24/02/2024;1900;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
24/02/2024;2000;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
24/02/2024;2100;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
24/02/2024;2200;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
24/02/2024;2300;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
25/02/2024;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
25/02/2024;100;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
25/02/2024;200;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
25/02/2024;300;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
25/02/2024;400;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
25/02/2024;500;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
25/02/2024;600;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
25/02/2024;700;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
25/02/2024;800;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
25/02/2024;900;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
25/02/2024;1000;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
25/02/2024;1100;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
25/02/2024;1200;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
25/02/2024;1300;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
25/02/2024;1400;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
25/02/2024;1500;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
25/02/2024;1600;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
25/02/2024;1700;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
25/02/2024;1800;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
25/02/2024;1900;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
25/02/2024;2000;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
25/02/2024;2100;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
25/02/2024;2200;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
25/02/2024;2300;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
26/02/2024;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
26/02/2024;100;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
26/02/2024;200;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
26/02/2024;300;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
26/02/2024;400;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
26/02/2024;500;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
26/02/2024;600;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
26/02/2024;700;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
26/02/2024;800;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
26/02/2024;900;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
26/02/2024;1000;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
26/02/2024;1100;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
26/02/2024;1200;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
26/02/2024;1300;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
26/02/2024;1400;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
26/02/2024;1500;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
26/02/2024;1600;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
26/02/2024;1700;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
26/02/2024;1800;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
26/02/2024;1900;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
26/02/2024;2000;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
26/02/2024;2100;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
26/02/2024;2200;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
26/02/2024;2300;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
27/02/2024;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
27/02/2024;100;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
27/02/2024;200;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
27/02/2024;300;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
27/02/2024;400;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
27/02/2024;500;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
27/02/2024;600;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
27/02/2024;700;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
27/02/2024;800;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
27/02/2024;900;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
27/02/2024;1000;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
27/02/2024;1100;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
27/02/2024;1200;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
27/02/2024;1300;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
27/02/2024;1400;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
27/02/2024;1500;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
27/02/2024;1600;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
27/02/2024;1700;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
27/02/2024;1800;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
27/02/2024;1900;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
27/02/2024;2000;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
27/02/2024;2100;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
27/02/2024;2200;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
27/02/2024;2300;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
28/02/2024;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
28/02/2024;100;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
28/02/2024;200;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
28/02/2024;300;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
28/02/2024;400;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
28/02/2024;500;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
28/02/2024;600;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
28/02/2024;700;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
28/02/2024;800;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
28/02/2024;900;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
28/02/2024;1000;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
28/02/2024;1100;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
28/02/2024;1200;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
28/02/2024;1300;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
28/02/2024;1400;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
28/02/2024;1500;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
28/02/2024;1600;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
28/02/2024;1700;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
28/02/2024;1800;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
28/02/2024;1900;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
28/02/2024;2000;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
28/02/2024;2100;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
28/02/2024;2200;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
28/02/2024;2300;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
29/02/2024;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
29/02/2024;100;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
29/02/2024;200;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
29/02/2024;300;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
29/02/2024;400;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
29/02/2024;500;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
29/02/2024;600;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
29/02/2024;700;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
29/02/2024;800;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
29/02/2024;900;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
29/02/2024;1000;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
29/02/2024;1100;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
29/02/2024;1200;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
29/02/2024;1300;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
29/02/2024;1400;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
29/02/2024;1500;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
29/02/2024;1600;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
29/02/2024;1700;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
29/02/2024;1800;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
29/02/2024;1900;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
29/02/2024;2000;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
29/02/2024;2100;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
29/02/2024;2200;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
29/02/2024;2300;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
01/03/2024;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
01/03/2024;100;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
01/03/2024;200;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
01/03/2024;300;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
01/03/2024;400;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
01/03/2024;500;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
01/03/2024;600;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
01/03/2024;700;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
01/03/2024;800;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
01/03/2024;900;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
01/03/2024;1000;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
01/03/2024;1100;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
01/03/2024;1200;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
01/03/2024;1300;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
01/03/2024;1400;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
01/03/2024;1500;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
01/03/2024;1600;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
01/03/2024;1700;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
01/03/2024;1800;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
01/03/2024;1900;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
01/03/2024;2000;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
01/03/2024;2100;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
01/03/2024;2200;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
01/03/2024;2300;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
02/03/2024;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
02/03/2024;100;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
02/03/2024;200;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
02/03/2024;300;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
02/03/2024;400;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
02/03/2024;500;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
02/03/2024;600;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
02/03/2024;700;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
02/03/2024;800;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
02/03/2024;900;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
02/03/2024;1000;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
02/03/2024;1100;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
02/03/2024;1200;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
02/03/2024;1300;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
02/03/2024;1400;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
02/03/2024;1500;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
02/03/2024;1600;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
02/03/2024;1700;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
02/03/2024;1800;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
02/03/2024;1900;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
02/03/2024;2000;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
02/03/2024;2100;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
02/03/2024;2200;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
02/03/2024;2300;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
03/03/2024;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
03/03/2024;100;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
03/03/2024;200;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
03/03/2024;300;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
03/03/2024;400;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
03/03/2024;500;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
03/03/2024;600;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
03/03/2024;700;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
03/03/2024;800;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
03/03/2024;900;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
03/03/2024;1000;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
03/03/2024;1100;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
03/03/2024;1200;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
03/03/2024;1300;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
03/03/2024;1400;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
03/03/2024;1500;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
03/03/2024;1600;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
03/03/2024;1700;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
03/03/2024;1800;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
03/03/2024;1900;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
03/03/2024;2000;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
03/03/2024;2100;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
03/03/2024;2200;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
03/03/2024;2300;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
04/03/2024;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
04/03/2024;100;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
04/03/2024;200;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
04/03/2024;300;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
04/03/2024;400;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
04/03/2024;500;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
04/03/2024;600;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
04/03/2024;700;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
04/03/2024;800;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
04/03/2024;900;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
04/03/2024;1000;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
04/03/2024;1100;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
04/03/2024;1200;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
04/03/2024;1300;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
04/03/2024;1400;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
04/03/2024;1500;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
04/03/2024;1600;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
04/03/2024;1700;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
04/03/2024;1800;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
04/03/2024;1900;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
04/03/2024;2000;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
04/03/2024;2100;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
04/03/2024;2200;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
04/03/2024;2300;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
05/03/2024;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
05/03/2024;100;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
05/03/2024;200;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
05/03/2024;300;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
05/03/2024;400;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
05/03/2024;500;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
05/03/2024;600;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
05/03/2024;700;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
05/03/2024;800;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
05/03/2024;900;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
